ID,age,gender,tenure,frequent,payment_interval,subscription_type,contract_length,after_interaction,support_needs
TRAIN_12834,54.0,F,21.0,10.0,14.0,member,30,7.0,1
TRAIN_12835,55.0,M,3.0,1.0,10.0,member,90,8.0,2
TRAIN_12836,50.0,M,10.0,11.0,6.0,plus,30,22.0,2
TRAIN_12837,57.0,F,22.0,30.0,30.0,vip,90,6.0,2
TRAIN_12838,50.0,F,40.0,17.0,16.0,plus,90,5.0,0
TRAIN_12839,45.0,M,58.0,17.0,11.0,vip,90,9.0,1
TRAIN_12840,59.0,M,15.0,1.0,13.0,member,360,29.0,1
TRAIN_12841,53.0,M,55.0,27.0,26.0,plus,360,3.0,1
TRAIN_12842,54.0,M,20.0,3.0,28.0,member,90,20.0,0
TRAIN_12843,45.0,M,14.0,28.0,13.0,plus,360,15.0,0
TRAIN_12844,56.0,M,45.0,15.0,19.0,member,360,18.0,0
TRAIN_12845,37.0,M,34.0,30.0,9.0,vip,360,6.0,0
TRAIN_12846,48.0,F,55.0,12.0,7.0,member,30,11.0,2
TRAIN_12847,33.0,F,14.0,11.0,23.0,vip,30,10.0,2
TRAIN_12848,50.0,F,31.0,23.0,6.0,vip,90,11.0,1
TRAIN_12849,35.0,M,10.0,10.0,23.0,vip,360,30.0,0
TRAIN_12850,31.0,M,42.0,16.0,8.0,vip,360,24.0,0
TRAIN_12851,33.0,M,46.0,3.0,0.0,plus,90,19.0,1
TRAIN_12852,47.0,F,8.0,15.0,10.0,vip,360,7.0,0
TRAIN_12853,52.0,M,1.0,19.0,22.0,member,360,7.0,2
TRAIN_12854,48.0,M,2.0,8.0,11.0,vip,360,9.0,0
TRAIN_12855,27.0,F,19.0,14.0,4.0,member,360,5.0,0
TRAIN_12856,36.0,F,45.0,13.0,23.0,plus,360,21.0,0
TRAIN_12857,27.0,F,7.0,11.0,29.0,member,30,8.0,0
TRAIN_12858,61.0,F,1.0,10.0,30.0,member,90,27.0,0
TRAIN_12859,39.0,F,29.0,1.0,11.0,member,360,17.0,2
TRAIN_12860,46.0,M,14.0,28.0,0.0,member,90,22.0,1
TRAIN_12861,45.0,M,18.0,20.0,4.0,vip,360,3.0,1
TRAIN_12862,28.0,F,44.0,4.0,4.0,member,90,10.0,0
TRAIN_12863,44.0,M,27.0,5.0,4.0,member,360,9.0,0
TRAIN_12864,40.0,F,26.0,18.0,6.0,vip,90,19.0,1
TRAIN_12865,31.0,F,20.0,6.0,15.0,vip,30,8.0,0
TRAIN_12866,37.0,M,18.0,30.0,17.0,vip,90,10.0,1
TRAIN_12867,36.0,M,5.0,2.0,9.0,plus,360,6.0,0
TRAIN_12868,65.0,F,57.0,5.0,19.0,plus,360,29.0,1
TRAIN_12869,23.0,M,34.0,28.0,12.0,plus,90,25.0,1
TRAIN_12870,47.0,M,5.0,18.0,12.0,plus,360,28.0,0
TRAIN_12871,48.0,F,28.0,24.0,9.0,member,90,2.0,0
TRAIN_12872,42.0,M,50.0,13.0,10.0,vip,360,23.0,1
TRAIN_12873,33.0,F,28.0,20.0,13.0,vip,30,18.0,1
TRAIN_12874,28.0,M,14.0,23.0,16.0,vip,360,11.0,0
TRAIN_12875,27.0,F,19.0,22.0,10.0,vip,360,28.0,1
TRAIN_12876,18.0,M,39.0,18.0,9.0,vip,360,23.0,1
TRAIN_12877,19.0,F,50.0,10.0,8.0,vip,90,10.0,0
TRAIN_12878,36.0,M,11.0,9.0,26.0,member,360,15.0,1
TRAIN_12879,35.0,M,48.0,12.0,3.0,member,30,18.0,2
TRAIN_12880,28.0,F,12.0,27.0,11.0,vip,30,8.0,1
TRAIN_12881,44.0,F,7.0,5.0,21.0,plus,30,27.0,2
TRAIN_12882,23.0,M,7.0,27.0,15.0,vip,360,9.0,1
TRAIN_12883,45.0,M,44.0,2.0,1.0,member,360,25.0,2
TRAIN_12884,64.0,M,46.0,4.0,14.0,vip,30,21.0,0
TRAIN_12885,42.0,F,58.0,10.0,4.0,plus,90,4.0,1
TRAIN_12886,63.0,M,30.0,3.0,26.0,vip,360,30.0,0
TRAIN_12887,32.0,F,25.0,28.0,28.0,member,90,5.0,2
TRAIN_12888,34.0,F,32.0,5.0,28.0,vip,30,2.0,2
TRAIN_12889,49.0,M,22.0,12.0,6.0,vip,360,26.0,0
TRAIN_12890,23.0,M,55.0,20.0,24.0,vip,30,1.0,2
TRAIN_12891,57.0,F,20.0,21.0,24.0,member,360,17.0,0
TRAIN_12892,21.0,M,30.0,17.0,18.0,plus,30,2.0,1
TRAIN_12893,62.0,F,31.0,5.0,20.0,plus,360,13.0,1
TRAIN_12894,46.0,M,29.0,21.0,7.0,plus,360,12.0,0
TRAIN_12895,41.0,M,52.0,20.0,3.0,plus,90,22.0,1
TRAIN_12896,48.0,F,32.0,1.0,8.0,vip,90,28.0,1
TRAIN_12897,31.0,M,15.0,23.0,8.0,vip,90,20.0,0
TRAIN_12898,19.0,F,53.0,29.0,9.0,member,90,27.0,2
TRAIN_12899,46.0,M,56.0,17.0,2.0,vip,360,23.0,0
TRAIN_12900,21.0,F,35.0,26.0,13.0,plus,90,4.0,0
TRAIN_12901,50.0,M,22.0,24.0,10.0,vip,360,25.0,0
TRAIN_12902,18.0,M,3.0,11.0,5.0,member,360,18.0,0
TRAIN_12903,49.0,M,31.0,1.0,19.0,vip,360,6.0,0
TRAIN_12904,40.0,M,8.0,14.0,9.0,plus,90,28.0,0
TRAIN_12905,34.0,M,60.0,27.0,20.0,plus,360,13.0,0
TRAIN_12906,46.0,M,37.0,13.0,9.0,vip,360,1.0,0
TRAIN_12907,48.0,M,36.0,22.0,28.0,vip,360,9.0,2
TRAIN_12908,57.0,M,26.0,21.0,10.0,vip,30,24.0,1
TRAIN_12909,22.0,M,57.0,1.0,9.0,vip,30,16.0,2
TRAIN_12910,21.0,M,7.0,3.0,29.0,plus,30,20.0,2
TRAIN_12911,31.0,M,33.0,18.0,6.0,member,90,27.0,0
TRAIN_12912,49.0,F,48.0,23.0,20.0,member,360,19.0,1
TRAIN_12913,45.0,M,57.0,27.0,9.0,member,360,17.0,0
TRAIN_12914,30.0,M,23.0,21.0,0.0,plus,360,3.0,1
TRAIN_12915,35.0,F,53.0,17.0,14.0,member,360,11.0,0
TRAIN_12916,37.0,M,37.0,25.0,4.0,plus,360,14.0,0
TRAIN_12917,40.0,F,20.0,16.0,8.0,vip,30,24.0,2
TRAIN_12918,23.0,F,4.0,22.0,22.0,member,30,18.0,1
TRAIN_12919,18.0,M,9.0,21.0,18.0,vip,360,4.0,0
TRAIN_12920,38.0,M,12.0,21.0,18.0,member,90,25.0,0
TRAIN_12921,26.0,M,4.0,24.0,9.0,vip,360,21.0,0
TRAIN_12922,31.0,M,57.0,19.0,21.0,plus,30,13.0,2
TRAIN_12923,37.0,M,26.0,30.0,1.0,vip,90,10.0,0
TRAIN_12924,37.0,F,46.0,30.0,23.0,plus,90,1.0,0
TRAIN_12925,29.0,M,46.0,27.0,23.0,plus,360,11.0,2
TRAIN_12926,31.0,F,45.0,26.0,11.0,member,90,11.0,0
TRAIN_12927,36.0,M,36.0,18.0,20.0,member,360,2.0,0
TRAIN_12928,31.0,M,57.0,12.0,5.0,vip,30,27.0,0
TRAIN_12929,37.0,M,4.0,14.0,28.0,member,360,25.0,2
TRAIN_12930,47.0,F,48.0,14.0,0.0,vip,360,11.0,0
TRAIN_12931,52.0,M,17.0,10.0,2.0,member,360,15.0,1
TRAIN_12932,25.0,M,42.0,23.0,5.0,member,90,14.0,0
TRAIN_12933,41.0,M,33.0,19.0,14.0,plus,90,19.0,0
TRAIN_12934,46.0,M,10.0,21.0,30.0,member,90,28.0,2
TRAIN_12935,62.0,M,33.0,19.0,6.0,member,90,9.0,2
TRAIN_12936,59.0,M,16.0,29.0,8.0,plus,360,14.0,2
TRAIN_12937,52.0,F,39.0,24.0,13.0,member,90,13.0,1
TRAIN_12938,50.0,M,13.0,7.0,21.0,vip,360,8.0,1
TRAIN_12939,24.0,M,17.0,30.0,17.0,vip,90,9.0,0
TRAIN_12940,38.0,M,46.0,19.0,17.0,plus,360,27.0,0
TRAIN_12941,36.0,F,1.0,16.0,19.0,vip,90,25.0,0
TRAIN_12942,23.0,M,20.0,10.0,0.0,plus,90,11.0,0
TRAIN_12943,40.0,M,52.0,4.0,6.0,member,360,3.0,0
TRAIN_12944,62.0,F,33.0,2.0,7.0,member,90,29.0,2
TRAIN_12945,45.0,M,36.0,28.0,8.0,vip,360,18.0,0
TRAIN_12946,49.0,M,58.0,1.0,18.0,vip,360,14.0,0
TRAIN_12947,49.0,F,45.0,14.0,14.0,member,90,11.0,1
TRAIN_12948,59.0,F,58.0,12.0,27.0,plus,30,25.0,2
TRAIN_12949,22.0,M,11.0,18.0,19.0,vip,360,7.0,0
TRAIN_12950,28.0,M,39.0,14.0,28.0,member,360,2.0,0
TRAIN_12951,39.0,M,57.0,14.0,14.0,vip,90,11.0,1
TRAIN_12952,32.0,M,6.0,7.0,21.0,member,90,17.0,0
TRAIN_12953,31.0,F,47.0,5.0,3.0,member,90,1.0,0
TRAIN_12954,23.0,F,43.0,30.0,16.0,member,90,2.0,0
TRAIN_12955,57.0,F,1.0,27.0,11.0,member,90,30.0,0
TRAIN_12956,48.0,F,48.0,20.0,11.0,plus,90,25.0,2
TRAIN_12957,32.0,M,60.0,13.0,4.0,plus,30,25.0,0
TRAIN_12958,48.0,F,3.0,27.0,26.0,member,360,28.0,2
TRAIN_12959,33.0,F,32.0,22.0,21.0,member,30,5.0,1
TRAIN_12960,47.0,M,13.0,17.0,7.0,vip,360,14.0,1
TRAIN_12961,44.0,M,57.0,25.0,17.0,member,90,27.0,0
TRAIN_12962,43.0,M,59.0,8.0,3.0,vip,90,17.0,1
TRAIN_12963,29.0,M,60.0,26.0,0.0,plus,90,12.0,0
TRAIN_12964,39.0,M,51.0,6.0,16.0,vip,90,4.0,0
TRAIN_12965,50.0,M,55.0,25.0,7.0,vip,360,30.0,1
TRAIN_12966,47.0,F,53.0,17.0,26.0,vip,90,29.0,1
TRAIN_12967,40.0,F,58.0,26.0,11.0,plus,360,12.0,0
TRAIN_12968,24.0,M,22.0,16.0,5.0,plus,90,27.0,0
TRAIN_12969,34.0,F,1.0,9.0,14.0,plus,360,8.0,1
TRAIN_12970,50.0,M,28.0,22.0,15.0,member,360,1.0,1
TRAIN_12971,36.0,F,29.0,3.0,12.0,member,360,6.0,0
TRAIN_12972,30.0,F,46.0,3.0,10.0,member,90,6.0,1
TRAIN_12973,43.0,M,42.0,16.0,12.0,vip,360,15.0,0
TRAIN_12974,50.0,F,42.0,8.0,19.0,plus,360,9.0,0
TRAIN_12975,34.0,M,38.0,19.0,10.0,plus,90,5.0,2
TRAIN_12976,64.0,M,8.0,12.0,20.0,plus,360,26.0,2
TRAIN_12977,32.0,M,36.0,12.0,30.0,member,360,4.0,1
TRAIN_12978,22.0,M,9.0,3.0,6.0,plus,90,6.0,0
TRAIN_12979,38.0,M,49.0,18.0,10.0,plus,90,20.0,0
TRAIN_12980,41.0,F,1.0,15.0,2.0,plus,30,10.0,2
TRAIN_12981,44.0,M,11.0,29.0,5.0,plus,360,20.0,0
TRAIN_12982,47.0,M,43.0,1.0,19.0,vip,360,3.0,1
TRAIN_12983,59.0,M,26.0,9.0,6.0,vip,90,12.0,2
TRAIN_12984,33.0,M,10.0,11.0,21.0,member,360,23.0,1
TRAIN_12985,20.0,M,14.0,28.0,3.0,plus,30,9.0,2
TRAIN_12986,49.0,M,58.0,10.0,11.0,plus,360,25.0,0
TRAIN_12987,22.0,F,1.0,5.0,0.0,vip,360,7.0,0
TRAIN_12988,27.0,F,1.0,26.0,15.0,vip,360,4.0,1
TRAIN_12989,29.0,M,53.0,12.0,9.0,member,360,26.0,0
TRAIN_12990,36.0,M,49.0,9.0,9.0,vip,360,1.0,0
TRAIN_12991,45.0,M,43.0,8.0,12.0,vip,360,17.0,0
TRAIN_12992,45.0,M,56.0,21.0,1.0,vip,90,26.0,1
TRAIN_12993,50.0,F,33.0,14.0,12.0,member,90,1.0,0
TRAIN_12994,32.0,F,20.0,24.0,7.0,member,360,19.0,0
TRAIN_12995,50.0,F,28.0,6.0,3.0,member,90,5.0,1
TRAIN_12996,29.0,M,4.0,2.0,28.0,plus,90,14.0,1
TRAIN_12997,33.0,F,41.0,14.0,13.0,vip,90,3.0,1
TRAIN_12998,29.0,M,40.0,20.0,15.0,member,90,6.0,2
TRAIN_12999,44.0,M,2.0,7.0,16.0,plus,360,6.0,0
TRAIN_13000,36.0,M,22.0,18.0,14.0,vip,360,25.0,0
TRAIN_13001,45.0,M,8.0,19.0,7.0,plus,360,13.0,0
TRAIN_13002,60.0,M,55.0,16.0,10.0,plus,360,23.0,2
TRAIN_13003,36.0,F,51.0,16.0,16.0,member,90,2.0,0
TRAIN_13004,40.0,M,12.0,4.0,21.0,plus,360,1.0,2
TRAIN_13005,34.0,F,58.0,17.0,4.0,vip,360,2.0,0
TRAIN_13006,34.0,F,37.0,7.0,27.0,member,90,17.0,2
TRAIN_13007,34.0,M,54.0,21.0,18.0,plus,360,4.0,1
TRAIN_13008,56.0,F,14.0,22.0,22.0,vip,360,26.0,1
TRAIN_13009,34.0,F,32.0,30.0,2.0,vip,90,11.0,0
TRAIN_13010,55.0,F,40.0,28.0,19.0,plus,90,1.0,2
TRAIN_13011,31.0,M,60.0,6.0,14.0,vip,90,6.0,1
TRAIN_13012,28.0,F,23.0,11.0,5.0,member,90,3.0,1
TRAIN_13013,56.0,F,44.0,21.0,30.0,member,30,22.0,2
TRAIN_13014,41.0,M,28.0,6.0,5.0,vip,360,8.0,2
TRAIN_13015,52.0,M,21.0,12.0,0.0,vip,30,13.0,0
TRAIN_13016,30.0,F,57.0,18.0,24.0,member,30,2.0,0
TRAIN_13017,32.0,M,39.0,2.0,4.0,vip,360,30.0,1
TRAIN_13018,28.0,M,48.0,4.0,29.0,plus,90,26.0,2
TRAIN_13019,24.0,F,53.0,27.0,23.0,member,360,22.0,2
TRAIN_13020,41.0,F,35.0,20.0,9.0,vip,360,3.0,1
TRAIN_13021,50.0,M,57.0,8.0,16.0,member,30,5.0,0
TRAIN_13022,42.0,M,31.0,14.0,7.0,plus,360,22.0,0
TRAIN_13023,32.0,M,51.0,27.0,2.0,plus,360,24.0,0
TRAIN_13024,44.0,F,46.0,8.0,4.0,vip,90,24.0,1
TRAIN_13025,23.0,M,37.0,5.0,14.0,plus,360,24.0,0
TRAIN_13026,44.0,M,8.0,16.0,10.0,vip,90,7.0,2
TRAIN_13027,26.0,F,1.0,16.0,8.0,member,360,10.0,1
TRAIN_13028,27.0,M,27.0,24.0,0.0,vip,360,20.0,0
TRAIN_13029,54.0,F,47.0,12.0,12.0,member,360,16.0,1
TRAIN_13030,44.0,M,51.0,17.0,12.0,vip,360,15.0,1
TRAIN_13031,60.0,M,31.0,14.0,19.0,member,90,30.0,0
TRAIN_13032,43.0,F,16.0,9.0,13.0,plus,90,21.0,1
TRAIN_13033,24.0,F,37.0,7.0,7.0,plus,360,3.0,1
TRAIN_13034,61.0,F,5.0,15.0,8.0,plus,30,8.0,1
TRAIN_13035,49.0,M,48.0,3.0,30.0,vip,360,11.0,0
TRAIN_13036,36.0,F,23.0,23.0,1.0,vip,360,8.0,0
TRAIN_13037,47.0,M,10.0,22.0,14.0,plus,90,21.0,0
TRAIN_13038,28.0,F,15.0,26.0,8.0,plus,360,9.0,0
TRAIN_13039,36.0,M,3.0,3.0,8.0,vip,360,20.0,0
TRAIN_13040,52.0,F,44.0,3.0,4.0,plus,90,24.0,2
TRAIN_13041,43.0,M,48.0,30.0,10.0,vip,90,19.0,0
TRAIN_13042,32.0,M,41.0,9.0,15.0,plus,30,23.0,2
TRAIN_13043,65.0,M,25.0,6.0,11.0,vip,30,7.0,2
TRAIN_13044,22.0,F,55.0,25.0,13.0,vip,90,27.0,0
TRAIN_13045,36.0,M,48.0,21.0,14.0,plus,90,21.0,0
TRAIN_13046,51.0,F,3.0,9.0,14.0,member,30,18.0,0
TRAIN_13047,36.0,M,25.0,2.0,7.0,vip,360,23.0,0
TRAIN_13048,21.0,M,18.0,18.0,10.0,vip,360,4.0,0
TRAIN_13049,40.0,F,7.0,10.0,7.0,member,360,4.0,0
TRAIN_13050,64.0,M,53.0,22.0,14.0,member,30,30.0,2
TRAIN_13051,38.0,F,43.0,4.0,24.0,vip,90,22.0,2
TRAIN_13052,25.0,M,46.0,1.0,26.0,plus,30,27.0,1
TRAIN_13053,63.0,F,24.0,23.0,2.0,vip,360,5.0,2
TRAIN_13054,53.0,M,41.0,29.0,24.0,plus,90,21.0,2
TRAIN_13055,46.0,M,32.0,7.0,1.0,vip,360,11.0,0
TRAIN_13056,63.0,M,56.0,14.0,5.0,plus,30,24.0,0
TRAIN_13057,59.0,M,2.0,1.0,24.0,vip,90,26.0,2
TRAIN_13058,24.0,M,14.0,23.0,9.0,member,360,24.0,2
TRAIN_13059,22.0,M,49.0,29.0,27.0,member,90,26.0,2
TRAIN_13060,18.0,F,11.0,6.0,2.0,vip,30,7.0,0
TRAIN_13061,45.0,F,9.0,1.0,8.0,plus,30,23.0,1
TRAIN_13062,26.0,M,57.0,28.0,11.0,vip,360,23.0,2
TRAIN_13063,26.0,M,55.0,22.0,10.0,member,90,21.0,0
TRAIN_13064,33.0,M,10.0,10.0,14.0,vip,90,17.0,0
TRAIN_13065,22.0,M,15.0,28.0,3.0,member,30,25.0,0
TRAIN_13066,42.0,M,59.0,5.0,0.0,member,90,22.0,0
TRAIN_13067,34.0,M,52.0,28.0,18.0,vip,360,8.0,0
TRAIN_13068,44.0,M,23.0,11.0,13.0,vip,90,11.0,2
TRAIN_13069,52.0,M,14.0,27.0,29.0,vip,30,4.0,2
TRAIN_13070,32.0,M,17.0,10.0,19.0,member,360,19.0,0
TRAIN_13071,28.0,M,13.0,4.0,15.0,vip,360,19.0,0
TRAIN_13072,38.0,M,60.0,27.0,3.0,plus,90,19.0,0
TRAIN_13073,41.0,M,33.0,17.0,24.0,member,90,30.0,0
TRAIN_13074,40.0,M,35.0,10.0,16.0,member,90,17.0,0
TRAIN_13075,33.0,M,30.0,20.0,20.0,vip,30,4.0,2
TRAIN_13076,18.0,M,37.0,28.0,22.0,plus,30,7.0,0
TRAIN_13077,45.0,M,41.0,8.0,4.0,vip,360,29.0,0
TRAIN_13078,61.0,F,34.0,1.0,7.0,member,90,10.0,2
TRAIN_13079,30.0,M,26.0,7.0,18.0,member,360,3.0,0
TRAIN_13080,29.0,F,50.0,20.0,18.0,plus,90,14.0,2
TRAIN_13081,21.0,M,37.0,1.0,21.0,vip,360,27.0,2
TRAIN_13082,57.0,M,34.0,25.0,22.0,vip,90,7.0,1
TRAIN_13083,48.0,F,11.0,14.0,4.0,member,360,1.0,0
TRAIN_13084,44.0,M,29.0,6.0,11.0,member,90,8.0,1
TRAIN_13085,18.0,F,57.0,20.0,26.0,vip,360,15.0,0
TRAIN_13086,46.0,M,27.0,4.0,16.0,plus,90,14.0,0
TRAIN_13087,44.0,M,16.0,24.0,1.0,member,90,4.0,0
TRAIN_13088,35.0,M,6.0,1.0,17.0,plus,90,6.0,1
TRAIN_13089,23.0,M,9.0,28.0,1.0,plus,30,9.0,2
TRAIN_13090,33.0,M,50.0,27.0,7.0,member,90,10.0,0
TRAIN_13091,30.0,F,49.0,19.0,6.0,plus,90,7.0,0
TRAIN_13092,43.0,M,41.0,1.0,0.0,member,360,22.0,1
TRAIN_13093,35.0,M,32.0,23.0,13.0,vip,360,25.0,0
TRAIN_13094,46.0,F,30.0,7.0,21.0,member,90,9.0,1
TRAIN_13095,49.0,M,38.0,5.0,11.0,member,360,27.0,1
TRAIN_13096,29.0,F,12.0,30.0,9.0,plus,360,4.0,0
TRAIN_13097,33.0,M,15.0,13.0,13.0,vip,90,21.0,0
TRAIN_13098,44.0,M,11.0,26.0,0.0,plus,360,10.0,0
TRAIN_13099,56.0,M,17.0,17.0,13.0,vip,90,25.0,2
TRAIN_13100,52.0,F,42.0,7.0,7.0,vip,30,7.0,0
TRAIN_13101,42.0,M,53.0,6.0,23.0,plus,90,7.0,1
TRAIN_13102,45.0,M,28.0,17.0,10.0,member,360,1.0,0
TRAIN_13103,37.0,F,49.0,22.0,14.0,vip,360,4.0,0
TRAIN_13104,27.0,F,46.0,17.0,29.0,vip,360,2.0,2
TRAIN_13105,40.0,M,3.0,7.0,16.0,vip,90,16.0,2
TRAIN_13106,20.0,M,46.0,20.0,4.0,plus,360,23.0,0
TRAIN_13107,31.0,F,41.0,5.0,1.0,vip,360,8.0,1
TRAIN_13108,28.0,M,26.0,8.0,23.0,member,30,27.0,0
TRAIN_13109,62.0,M,22.0,24.0,26.0,plus,360,7.0,2
TRAIN_13110,37.0,F,42.0,16.0,30.0,vip,360,12.0,1
TRAIN_13111,33.0,M,32.0,23.0,6.0,vip,90,10.0,0
TRAIN_13112,33.0,M,22.0,14.0,12.0,member,90,23.0,1
TRAIN_13113,60.0,F,55.0,20.0,11.0,plus,360,13.0,0
TRAIN_13114,45.0,M,37.0,3.0,7.0,plus,360,30.0,1
TRAIN_13115,47.0,F,12.0,4.0,21.0,plus,30,21.0,0
TRAIN_13116,44.0,M,52.0,17.0,5.0,member,360,26.0,1
TRAIN_13117,44.0,M,34.0,12.0,20.0,member,360,12.0,1
TRAIN_13118,43.0,M,9.0,23.0,9.0,plus,90,6.0,1
TRAIN_13119,45.0,F,51.0,6.0,0.0,plus,360,17.0,0
TRAIN_13120,43.0,M,21.0,20.0,7.0,plus,30,30.0,0
TRAIN_13121,36.0,M,1.0,24.0,6.0,plus,360,11.0,0
TRAIN_13122,41.0,F,26.0,12.0,9.0,plus,360,3.0,0
TRAIN_13123,37.0,M,10.0,19.0,17.0,plus,360,28.0,0
TRAIN_13124,39.0,F,9.0,28.0,8.0,plus,30,18.0,0
TRAIN_13125,47.0,F,47.0,23.0,3.0,member,360,14.0,0
TRAIN_13126,20.0,M,54.0,30.0,1.0,member,90,5.0,0
TRAIN_13127,39.0,M,25.0,15.0,0.0,vip,90,25.0,1
TRAIN_13128,65.0,M,3.0,19.0,8.0,member,90,13.0,1
TRAIN_13129,35.0,F,42.0,8.0,18.0,plus,90,29.0,0
TRAIN_13130,22.0,F,28.0,30.0,12.0,vip,90,12.0,0
TRAIN_13131,44.0,F,1.0,23.0,17.0,plus,360,26.0,1
TRAIN_13132,44.0,F,42.0,10.0,13.0,plus,30,1.0,2
TRAIN_13133,46.0,M,16.0,26.0,18.0,plus,90,10.0,0
TRAIN_13134,32.0,M,3.0,14.0,20.0,plus,90,25.0,0
TRAIN_13135,25.0,M,17.0,3.0,30.0,plus,90,26.0,0
TRAIN_13136,32.0,F,3.0,29.0,13.0,vip,90,11.0,2
TRAIN_13137,45.0,F,14.0,5.0,6.0,plus,90,10.0,2
TRAIN_13138,21.0,M,5.0,12.0,14.0,plus,90,18.0,0
TRAIN_13139,50.0,M,30.0,16.0,18.0,plus,30,21.0,2
TRAIN_13140,23.0,M,60.0,7.0,14.0,plus,360,9.0,0
TRAIN_13141,34.0,F,33.0,14.0,8.0,member,30,14.0,1
TRAIN_13142,20.0,M,23.0,30.0,16.0,plus,360,30.0,0
TRAIN_13143,55.0,F,8.0,5.0,7.0,member,360,19.0,0
TRAIN_13144,43.0,M,42.0,6.0,12.0,plus,90,20.0,1
TRAIN_13145,35.0,M,45.0,11.0,16.0,vip,90,4.0,1
TRAIN_13146,38.0,M,52.0,24.0,18.0,vip,90,17.0,1
TRAIN_13147,21.0,M,59.0,25.0,15.0,vip,90,9.0,0
TRAIN_13148,26.0,F,15.0,9.0,18.0,member,30,8.0,2
TRAIN_13149,55.0,M,16.0,1.0,1.0,vip,30,26.0,2
TRAIN_13150,25.0,F,37.0,15.0,14.0,plus,30,11.0,0
TRAIN_13151,42.0,M,9.0,19.0,17.0,member,90,28.0,0
TRAIN_13152,44.0,M,37.0,15.0,22.0,member,30,12.0,0
TRAIN_13153,47.0,M,50.0,15.0,18.0,plus,360,18.0,1
TRAIN_13154,36.0,M,5.0,9.0,20.0,plus,30,16.0,0
TRAIN_13155,31.0,M,50.0,17.0,20.0,vip,360,26.0,0
TRAIN_13156,18.0,F,45.0,1.0,11.0,vip,360,4.0,0
TRAIN_13157,44.0,M,55.0,4.0,4.0,plus,360,17.0,0
TRAIN_13158,50.0,F,36.0,18.0,15.0,vip,90,13.0,1
TRAIN_13159,42.0,F,17.0,2.0,20.0,plus,360,27.0,0
TRAIN_13160,27.0,F,21.0,6.0,2.0,plus,360,16.0,2
TRAIN_13161,43.0,M,43.0,20.0,20.0,vip,360,11.0,1
TRAIN_13162,47.0,F,60.0,8.0,16.0,plus,90,11.0,0
TRAIN_13163,31.0,M,48.0,21.0,2.0,plus,90,24.0,2
TRAIN_13164,51.0,F,11.0,6.0,2.0,plus,360,20.0,0
TRAIN_13165,23.0,M,39.0,3.0,21.0,member,90,15.0,0
TRAIN_13166,37.0,M,7.0,15.0,6.0,plus,360,21.0,1
TRAIN_13167,42.0,F,16.0,18.0,12.0,member,90,23.0,2
TRAIN_13168,41.0,M,29.0,13.0,12.0,member,90,8.0,0
TRAIN_13169,32.0,M,13.0,22.0,12.0,member,90,1.0,1
TRAIN_13170,50.0,M,52.0,5.0,5.0,vip,360,17.0,0
TRAIN_13171,35.0,F,48.0,13.0,13.0,member,360,5.0,0
TRAIN_13172,44.0,M,31.0,30.0,13.0,plus,360,13.0,0
TRAIN_13173,33.0,M,37.0,17.0,3.0,member,360,15.0,2
TRAIN_13174,35.0,M,60.0,19.0,7.0,vip,90,14.0,0
TRAIN_13175,46.0,M,31.0,11.0,0.0,plus,360,10.0,0
TRAIN_13176,37.0,M,34.0,16.0,6.0,plus,90,23.0,0
TRAIN_13177,40.0,M,41.0,7.0,11.0,vip,360,26.0,0
TRAIN_13178,60.0,M,58.0,5.0,4.0,member,30,18.0,1
TRAIN_13179,62.0,F,43.0,25.0,19.0,vip,30,20.0,1
TRAIN_13180,18.0,F,24.0,10.0,28.0,vip,360,8.0,0
TRAIN_13181,45.0,F,49.0,22.0,4.0,vip,360,24.0,0
TRAIN_13182,33.0,M,5.0,27.0,4.0,plus,30,7.0,2
TRAIN_13183,47.0,M,30.0,11.0,7.0,member,360,26.0,0
TRAIN_13184,43.0,M,21.0,22.0,6.0,vip,90,22.0,0
TRAIN_13185,50.0,M,47.0,13.0,13.0,vip,90,20.0,0
TRAIN_13186,54.0,F,60.0,12.0,13.0,member,360,11.0,2
TRAIN_13187,32.0,M,26.0,2.0,13.0,vip,30,9.0,2
TRAIN_13188,18.0,F,4.0,28.0,24.0,plus,30,26.0,2
TRAIN_13189,51.0,F,26.0,6.0,18.0,member,360,4.0,0
TRAIN_13190,32.0,M,49.0,13.0,3.0,plus,90,17.0,1
TRAIN_13191,44.0,F,5.0,28.0,9.0,vip,360,9.0,1
TRAIN_13192,36.0,F,46.0,22.0,11.0,vip,30,30.0,2
TRAIN_13193,25.0,F,50.0,17.0,5.0,vip,360,8.0,0
TRAIN_13194,27.0,F,31.0,27.0,5.0,member,360,1.0,0
TRAIN_13195,49.0,M,42.0,30.0,4.0,vip,90,4.0,0
TRAIN_13196,26.0,F,40.0,5.0,12.0,vip,30,10.0,2
TRAIN_13197,32.0,M,32.0,2.0,13.0,plus,360,4.0,0
TRAIN_13198,49.0,M,38.0,24.0,22.0,plus,360,19.0,1
TRAIN_13199,29.0,M,18.0,18.0,1.0,vip,90,3.0,0
TRAIN_13200,45.0,F,4.0,27.0,14.0,vip,360,11.0,0
TRAIN_13201,18.0,F,39.0,4.0,29.0,vip,30,25.0,0
TRAIN_13202,54.0,M,11.0,3.0,8.0,vip,30,5.0,1
TRAIN_13203,50.0,F,60.0,18.0,0.0,vip,90,1.0,0
